session_sk,session_id,fecha_key,cliente_sk,source,device
127,11000000126,20250814,11,direct,mobile
128,11000000127,20240629,-1,referral,mobile
129,11000000128,20240201,1331,referral,mobile
130,11000000129,20240816,-1,referral,mobile
131,11000000130,20240228,1084,ads,mobile
132,11000000131,20250929,1201,email,mobile
133,11000000132,20250504,-1,direct,desktop
134,11000000133,20250821,367,email,mobile
135,11000000134,20240304,710,direct,mobile
136,11000000135,20250102,-1,ads,mobile
137,11000000136,20240125,1389,email,desktop
138,11000000137,20250921,-1,social,mobile
139,11000000138,20240609,1160,email,desktop
140,11000000139,20250630,1252,ads,tablet
141,11000000140,20240220,-1,direct,desktop
142,11000000141,20241217,1438,ads,mobile
143,11000000142,20240726,670,social,mobile
144,11000000143,20240411,-1,ads,desktop
145,11000000144,20240814,1207,ads,tablet
146,11000000145,20241118,1110,ads,tablet
147,11000000146,20240529,94,ads,desktop
148,11000000147,20240421,1158,direct,mobile
149,11000000148,20250311,-1,email,mobile
150,11000000149,20250219,252,direct,mobile
151,11000000150,20240319,625,ads,desktop
152,11000000151,20240513,919,email,desktop
153,11000000152,20240807,1053,ads,mobile
154,11000000153,20241026,1381,direct,desktop
155,11000000154,20250524,591,social,mobile
156,11000000155,20240910,1452,direct,mobile
157,11000000156,20240809,864,direct,desktop
158,11000000157,20240110,744,ads,mobile
159,11000000158,20240918,653,ads,mobile
160,11000000159,20250515,974,direct,mobile
161,11000000160,20241110,-1,direct,mobile
162,11000000161,20250603,-1,ads,mobile
163,11000000162,20240418,-1,direct,mobile
164,11000000163,20240717,1105,ads,tablet
165,11000000164,20250907,1211,ads,desktop
166,11000000165,20241029,-1,social,mobile
167,11000000166,20250206,-1,ads,desktop
168,11000000167,20250422,1017,ads,desktop
169,11000000168,20240310,267,direct,mobile
170,11000000169,20250219,1228,direct,desktop
171,11000000170,20250829,1121,direct,mobile
172,11000000171,20250904,-1,direct,desktop
173,11000000172,20241022,1380,email,mobile
174,11000000173,20240311,-1,direct,mobile
175,11000000174,20240729,605,email,mobile
176,11000000175,20240129,-1,social,mobile
177,11000000176,20250822,1309,social,desktop
178,11000000177,20250313,1393,direct,mobile
179,11000000178,20240815,331,ads,mobile
180,11000000179,20241211,1288,referral,mobile
181,11000000180,20250725,524,ads,mobile
182,11000000181,20250412,1374,social,mobile
183,11000000182,20250510,67,referral,desktop
184,11000000183,20241216,-1,ads,mobile
185,11000000184,20250911,662,direct,mobile
186,11000000185,20250915,1332,ads,mobile
187,11000000186,20241203,1163,direct,mobile
188,11000000187,20240121,665,direct,desktop
189,11000000188,20250302,1409,direct,mobile
190,11000000189,20250607,502,direct,mobile
191,11000000190,20250725,744,direct,desktop
192,11000000191,20240725,686,direct,desktop
193,11000000192,20240609,-1,referral,mobile
194,11000000193,20240609,145,direct,desktop
195,11000000194,20241119,-1,direct,mobile
196,11000000195,20240210,865,direct,mobile
197,11000000196,20241214,-1,social,tablet
198,11000000197,20240120,1167,referral,mobile
199,11000000198,20241027,-1,direct,desktop
200,11000000199,20241213,-1,ads,mobile
201,11000000200,20250511,170,ads,desktop
202,11000000201,20240408,958,direct,mobile
203,11000000202,20240208,-1,email,desktop
204,11000000203,20250529,541,email,desktop
205,11000000204,20250608,119,ads,desktop
206,11000000205,20240210,228,ads,mobile
207,11000000206,20240707,1315,ads,desktop
208,11000000207,20240124,535,ads,mobile
209,11000000208,20250802,-1,ads,mobile
210,11000000209,20250904,601,ads,desktop
211,11000000210,20240716,-1,email,mobile
212,11000000211,20250531,1417,direct,mobile
213,11000000212,20241231,-1,direct,desktop
214,11000000213,20241114,436,ads,desktop
215,11000000214,20240121,706,ads,mobile
216,11000000215,20240919,951,direct,mobile
217,11000000216,20240419,1266,ads,mobile
218,11000000217,20250820,928,direct,desktop
219,11000000218,20240415,-1,direct,desktop
220,11000000219,20240907,1222,ads,mobile
221,11000000220,20240421,529,direct,mobile
222,11000000221,20250830,819,referral,mobile
223,11000000222,20250328,1148,referral,mobile
224,11000000223,20240915,-1,direct,mobile
225,11000000224,20240417,834,ads,mobile
226,11000000225,20241001,604,ads,desktop
227,11000000226,20250722,-1,ads,mobile
228,11000000227,20250807,293,referral,mobile
229,11000000228,20250914,1335,direct,desktop
230,11000000229,20250306,236,ads,mobile
231,11000000230,20240822,675,referral,desktop
232,11000000231,20241123,1493,direct,mobile
233,11000000232,20250310,-1,direct,mobile
234,11000000233,20240715,-1,ads,mobile
235,11000000234,20250531,448,ads,mobile
236,11000000235,20240621,-1,ads,mobile
237,11000000236,20240805,1444,direct,mobile
238,11000000237,20240805,22,email,mobile
239,11000000238,20250208,1330,ads,mobile
240,11000000239,20250706,199,ads,desktop
241,11000000240,20240220,662,ads,desktop
242,11000000241,20250405,347,email,tablet
243,11000000242,20250218,-1,social,mobile
244,11000000243,20240324,1449,direct,mobile
245,11000000244,20240318,820,direct,mobile
246,11000000245,20250806,128,ads,mobile
247,11000000246,20240602,684,ads,mobile
248,11000000247,20240905,-1,email,mobile
249,11000000248,20240715,740,direct,mobile
250,11000000249,20250126,-1,ads,mobile
251,11000000250,20250220,-1,ads,mobile
252,11000000251,20241005,-1,ads,mobile
253,11000000252,20240321,1107,ads,mobile
254,11000000253,20250314,-1,direct,mobile
255,11000000254,20241005,-1,ads,mobile
256,11000000255,20240128,-1,referral,mobile
257,11000000256,20240621,1013,ads,mobile
258,11000000257,20250331,-1,referral,mobile
259,11000000258,20240104,902,direct,mobile
260,11000000259,20240108,-1,social,desktop
261,11000000260,20250408,745,direct,desktop
262,11000000261,20240326,1292,direct,desktop
263,11000000262,20240717,476,email,tablet
264,11000000263,20250523,502,direct,mobile
265,11000000264,20240903,679,ads,desktop
266,11000000265,20250526,-1,ads,mobile
267,11000000266,20240208,-1,direct,desktop
268,11000000267,20241121,-1,direct,mobile
269,11000000268,20240616,1027,ads,mobile
270,11000000269,20250822,365,referral,mobile
271,11000000270,20250114,128,direct,mobile
272,11000000271,20250213,855,direct,mobile
273,11000000272,20240911,-1,direct,mobile
274,11000000273,20240903,112,ads,mobile
275,11000000274,20250520,57,ads,desktop
276,11000000275,20250820,1231,ads,mobile
277,11000000276,20250603,221,ads,mobile
278,11000000277,20240611,835,email,mobile
279,11000000278,20250827,-1,social,mobile
280,11000000279,20240113,990,ads,desktop
281,11000000280,20240125,1177,direct,desktop
282,11000000281,20250314,514,direct,mobile
283,11000000282,20250104,182,ads,mobile
284,11000000283,20240309,1023,referral,desktop
285,11000000284,20250103,358,ads,desktop
286,11000000285,20240815,1317,social,tablet
287,11000000286,20240507,-1,direct,tablet
288,11000000287,20250727,-1,direct,mobile
289,11000000288,20240714,-1,referral,mobile
290,11000000289,20240618,-1,direct,mobile
291,11000000290,20250223,540,ads,mobile
292,11000000291,20250528,-1,email,mobile
293,11000000292,20250102,-1,referral,mobile
294,11000000293,20240128,-1,email,desktop
295,11000000294,20241127,235,ads,mobile
296,11000000295,20240706,-1,email,mobile
297,11000000296,20240317,1467,ads,mobile
298,11000000297,20250404,1370,referral,mobile
299,11000000298,20241012,1319,direct,mobile
300,11000000299,20240213,483,direct,desktop
301,11000000300,20250102,-1,ads,mobile
302,11000000301,20240609,-1,direct,desktop
303,11000000302,20250626,-1,referral,mobile
304,11000000303,20240115,448,ads,desktop
305,11000000304,20240403,814,direct,desktop
306,11000000305,20241209,205,direct,desktop
307,11000000306,20240612,873,ads,desktop
308,11000000307,20240215,-1,social,mobile
309,11000000308,20250607,-1,ads,mobile
310,11000000309,20250313,730,direct,mobile
311,11000000310,20241003,458,referral,mobile
312,11000000311,20250205,1357,direct,mobile
313,11000000312,20250716,-1,social,mobile
314,11000000313,20240528,-1,referral,desktop
315,11000000314,20240126,-1,social,mobile
316,11000000315,20240523,-1,ads,desktop
317,11000000316,20240302,1480,ads,desktop
318,11000000317,20250804,-1,ads,mobile
319,11000000318,20250131,-1,ads,tablet
320,11000000319,20250916,1336,direct,mobile
321,11000000320,20240715,301,ads,mobile
322,11000000321,20250812,307,direct,mobile
323,11000000322,20240331,-1,referral,mobile
324,11000000323,20240103,633,social,desktop
325,11000000324,20240701,-1,ads,mobile
326,11000000325,20241112,-1,direct,mobile
327,11000000326,20240314,1315,direct,mobile
328,11000000327,20240704,593,direct,mobile
329,11000000328,20250703,176,social,desktop
330,11000000329,20250801,1182,ads,mobile
331,11000000330,20241129,-1,social,mobile
332,11000000331,20250530,564,direct,mobile
333,11000000332,20250727,249,ads,desktop
334,11000000333,20250306,-1,email,mobile
335,11000000334,20250430,-1,referral,desktop
336,11000000335,20241127,945,ads,mobile
337,11000000336,20240718,1433,direct,desktop
338,11000000337,20241206,315,direct,mobile
339,11000000338,20240530,422,referral,mobile
340,11000000339,20241015,1297,direct,desktop
341,11000000340,20240614,1475,ads,desktop
342,11000000341,20240525,-1,social,mobile
343,11000000342,20250608,319,referral,desktop
344,11000000343,20240708,839,ads,mobile
345,11000000344,20250314,-1,ads,mobile
346,11000000345,20240421,-1,direct,mobile
347,11000000346,20250304,-1,direct,desktop
348,11000000347,20250916,994,direct,mobile
349,11000000348,20250618,-1,direct,mobile
350,11000000349,20240608,579,ads,mobile
351,11000000350,20250121,-1,ads,desktop
352,11000000351,20250912,588,ads,tablet
353,11000000352,20240501,-1,ads,desktop
354,11000000353,20241012,-1,referral,desktop
355,11000000354,20250312,-1,direct,desktop
356,11000000355,20240315,373,ads,desktop
357,11000000356,20250606,-1,ads,mobile
358,11000000357,20250506,-1,ads,desktop
359,11000000358,20250425,823,ads,mobile
360,11000000359,20250418,266,ads,mobile
361,11000000360,20250507,1406,referral,tablet
362,11000000361,20240808,-1,referral,desktop
363,11000000362,20240810,234,ads,mobile
364,11000000363,20250119,1261,social,desktop
365,11000000364,20250910,521,ads,mobile
366,11000000365,20240709,150,ads,mobile
367,11000000366,20250304,1340,direct,mobile
368,11000000367,20240204,-1,social,mobile
369,11000000368,20250508,1249,social,desktop
370,11000000369,20241024,539,direct,mobile
371,11000000370,20240310,-1,social,desktop
372,11000000371,20250827,-1,referral,desktop
373,11000000372,20241130,1175,direct,mobile
374,11000000373,20250815,-1,social,mobile
375,11000000374,20250401,908,ads,mobile
376,11000000375,20250103,-1,ads,mobile
377,11000000376,20250716,726,direct,desktop
378,11000000377,20240707,922,email,tablet
379,11000000378,20240813,1053,referral,mobile
380,11000000379,20240722,-1,referral,mobile
381,11000000380,20250515,-1,referral,mobile
382,11000000381,20250108,256,direct,desktop
383,11000000382,20240331,1005,ads,mobile
384,11000000383,20250707,982,direct,desktop
385,11000000384,20241221,1338,email,desktop
386,11000000385,20250228,710,ads,mobile
387,11000000386,20240509,789,direct,mobile
388,11000000387,20240822,-1,referral,mobile
389,11000000388,20240817,1409,ads,desktop
390,11000000389,20240911,660,direct,desktop
391,11000000390,20240413,1483,social,desktop
392,11000000391,20250205,504,direct,mobile
393,11000000392,20241009,-1,direct,desktop
394,11000000393,20250719,-1,referral,mobile
395,11000000394,20240812,656,referral,mobile
396,11000000395,20250925,-1,ads,desktop
397,11000000396,20241104,1459,referral,mobile
398,11000000397,20240415,-1,ads,mobile
399,11000000398,20240625,-1,direct,desktop
400,11000000399,20250305,133,social,desktop
401,11000000400,20240229,1248,referral,tablet
402,11000000401,20240416,-1,ads,mobile
403,11000000402,20240708,389,referral,desktop
404,11000000403,20240428,508,ads,mobile
405,11000000404,20240719,1403,social,mobile
406,11000000405,20250527,-1,ads,mobile
407,11000000406,20250827,-1,ads,mobile
408,11000000407,20250813,354,ads,mobile
409,11000000408,20240802,1493,direct,mobile
410,11000000409,20250103,-1,ads,mobile
411,11000000410,20240919,381,ads,mobile
412,11000000411,20240805,229,referral,mobile
413,11000000412,20250312,1377,ads,desktop
414,11000000413,20240814,-1,direct,mobile
415,11000000414,20240407,57,direct,mobile
416,11000000415,20250525,1353,ads,desktop
417,11000000416,20240430,-1,referral,tablet
418,11000000417,20240317,606,social,desktop
419,11000000418,20240917,1290,ads,mobile
420,11000000419,20240926,-1,referral,mobile
421,11000000420,20250703,577,direct,mobile
422,11000000421,20250614,1400,direct,mobile
423,11000000422,20240613,-1,ads,tablet
424,11000000423,20250703,760,direct,mobile
425,11000000424,20250512,227,direct,mobile
426,11000000425,20240623,577,ads,tablet
427,11000000426,20250325,-1,ads,mobile
428,11000000427,20250630,939,ads,mobile
429,11000000428,20240930,-1,referral,mobile
430,11000000429,20240218,546,direct,mobile
431,11000000430,20250926,-1,referral,mobile
432,11000000431,20250827,1064,direct,mobile
433,11000000432,20240321,1032,ads,mobile
434,11000000433,20240218,1488,referral,mobile
435,11000000434,20250105,1140,direct,mobile
436,11000000435,20240924,1149,referral,mobile
437,11000000436,20241210,484,direct,mobile
438,11000000437,20250922,676,direct,desktop
439,11000000438,20250807,131,referral,mobile
440,11000000439,20241005,863,direct,desktop
441,11000000440,20250116,828,direct,mobile
442,11000000441,20240815,951,ads,mobile
443,11000000442,20250429,907,direct,mobile
444,11000000443,20250404,-1,ads,mobile
445,11000000444,20241125,669,direct,desktop
446,11000000445,20240311,-1,ads,desktop
447,11000000446,20250404,141,ads,mobile
448,11000000447,20250222,574,ads,mobile
449,11000000448,20250414,975,email,mobile
450,11000000449,20240421,-1,direct,desktop
451,11000000450,20240909,1042,ads,mobile
452,11000000451,20250620,397,referral,mobile
453,11000000452,20240621,1301,ads,mobile
454,11000000453,20241009,730,referral,mobile
455,11000000454,20250204,-1,social,mobile
456,11000000455,20241102,478,direct,mobile
457,11000000456,20240606,270,direct,desktop
458,11000000457,20241010,-1,social,desktop
459,11000000458,20240527,-1,referral,mobile
460,11000000459,20240617,749,referral,mobile
461,11000000460,20240914,-1,direct,mobile
462,11000000461,20240810,-1,direct,mobile
463,11000000462,20250329,-1,referral,mobile
464,11000000463,20240424,947,ads,mobile
465,11000000464,20240726,-1,referral,mobile
466,11000000465,20250814,829,ads,mobile
467,11000000466,20250930,6,ads,mobile
468,11000000467,20250621,231,ads,mobile
469,11000000468,20250212,-1,ads,mobile
470,11000000469,20250221,1473,ads,mobile
471,11000000470,20250319,845,email,mobile
472,11000000471,20240220,456,ads,mobile
473,11000000472,20250524,-1,referral,desktop
474,11000000473,20250923,417,direct,mobile
475,11000000474,20250511,202,direct,mobile
476,11000000475,20250322,78,social,mobile
477,11000000476,20241110,-1,email,mobile
478,11000000477,20240711,-1,referral,desktop
479,11000000478,20250417,1060,direct,mobile
480,11000000479,20240521,663,direct,mobile
481,11000000480,20240810,176,ads,desktop
482,11000000481,20240419,-1,ads,desktop
483,11000000482,20240918,1243,ads,mobile
484,11000000483,20240407,-1,direct,mobile
485,11000000484,20250325,1458,ads,mobile
486,11000000485,20250508,408,ads,mobile
487,11000000486,20250202,1301,direct,mobile
488,11000000487,20241017,-1,direct,mobile
489,11000000488,20250722,809,direct,desktop
490,11000000489,20250430,-1,referral,desktop
491,11000000490,20240707,-1,ads,desktop
492,11000000491,20240910,970,direct,desktop
493,11000000492,20250819,398,direct,desktop
494,11000000493,20241006,792,direct,mobile
495,11000000494,20240608,1330,direct,desktop
496,11000000495,20250413,1487,direct,mobile
497,11000000496,20250617,853,direct,desktop
498,11000000497,20250530,108,direct,mobile
499,11000000498,20240404,-1,direct,mobile
500,11000000499,20240713,-1,direct,mobile
501,11000000500,20250816,-1,ads,mobile
502,11000000501,20240818,-1,email,mobile
503,11000000502,20241127,1155,direct,mobile
504,11000000503,20250228,1071,direct,mobile
505,11000000504,20250423,-1,email,mobile
506,11000000505,20250813,-1,referral,tablet
507,11000000506,20250104,125,direct,desktop
508,11000000507,20240801,1210,direct,desktop
509,11000000508,20250524,-1,direct,desktop
510,11000000509,20241218,1438,direct,mobile
511,11000000510,20240807,72,ads,mobile
512,11000000511,20240427,1398,ads,desktop
513,11000000512,20241025,-1,ads,mobile
514,11000000513,20250417,-1,ads,mobile
515,11000000514,20250130,1250,direct,mobile
516,11000000515,20250709,1368,referral,mobile
517,11000000516,20240505,-1,ads,mobile
518,11000000517,20241017,4,direct,tablet
519,11000000518,20240806,-1,referral,desktop
520,11000000519,20250406,-1,direct,desktop
521,11000000520,20240414,1156,ads,desktop
522,11000000521,20240627,624,ads,mobile
523,11000000522,20240611,603,referral,desktop
524,11000000523,20250320,-1,social,desktop
525,11000000524,20250625,592,direct,desktop
526,11000000525,20240321,213,ads,mobile
527,11000000526,20241026,-1,direct,mobile
528,11000000527,20240212,622,direct,tablet
529,11000000528,20250815,973,ads,mobile
530,11000000529,20241217,-1,ads,mobile
531,11000000530,20250506,629,referral,mobile
532,11000000531,20241228,-1,social,desktop
533,11000000532,20250506,942,email,mobile
534,11000000533,20240101,520,direct,desktop
535,11000000534,20250827,690,ads,desktop
536,11000000535,20240807,585,direct,mobile
537,11000000536,20240513,1403,ads,tablet
538,11000000537,20250613,-1,referral,mobile
539,11000000538,20250928,-1,direct,mobile
540,11000000539,20240403,-1,social,desktop
541,11000000540,20241124,570,direct,desktop
542,11000000541,20240217,1213,direct,mobile
543,11000000542,20240915,101,ads,mobile
544,11000000543,20240207,280,ads,desktop
545,11000000544,20240726,980,direct,desktop
546,11000000545,20250821,-1,social,desktop
547,11000000546,20240720,1121,email,desktop
548,11000000547,20241216,1259,social,mobile
549,11000000548,20250325,-1,direct,mobile
550,11000000549,20240912,1025,ads,desktop
551,11000000550,20240713,1050,direct,mobile
552,11000000551,20240125,-1,direct,desktop
553,11000000552,20241112,168,email,desktop
554,11000000553,20240106,-1,referral,desktop
555,11000000554,20240831,1144,direct,desktop
556,11000000555,20250812,-1,direct,mobile
557,11000000556,20250517,-1,social,mobile
558,11000000557,20250123,156,ads,mobile
559,11000000558,20240509,829,referral,mobile
560,11000000559,20250927,659,direct,mobile
561,11000000560,20240909,1054,direct,mobile
562,11000000561,20250306,1380,social,mobile
563,11000000562,20250914,1450,ads,mobile
564,11000000563,20250802,1379,direct,tablet
565,11000000564,20240819,-1,email,mobile
566,11000000565,20240918,-1,direct,desktop
567,11000000566,20241220,1295,email,mobile
568,11000000567,20240724,302,direct,tablet
569,11000000568,20241125,167,social,mobile
570,11000000569,20240620,612,ads,mobile
571,11000000570,20250111,514,direct,mobile
572,11000000571,20240811,864,ads,mobile
573,11000000572,20250212,547,direct,desktop
574,11000000573,20250616,680,direct,mobile
575,11000000574,20240801,434,direct,mobile
576,11000000575,20240422,807,direct,desktop
577,11000000576,20250121,-1,direct,mobile
578,11000000577,20240424,684,referral,mobile
579,11000000578,20241230,3,direct,desktop
580,11000000579,20241014,207,direct,mobile
581,11000000580,20240511,824,ads,mobile
582,11000000581,20240917,764,ads,desktop
583,11000000582,20241222,953,social,mobile
584,11000000583,20240515,-1,ads,mobile
585,11000000584,20240221,677,ads,mobile
586,11000000585,20250628,-1,referral,mobile
587,11000000586,20241221,-1,direct,mobile
588,11000000587,20240530,20,direct,mobile
589,11000000588,20240614,671,ads,mobile
590,11000000589,20241008,897,ads,mobile
591,11000000590,20250210,1288,referral,desktop
592,11000000591,20250802,-1,social,desktop
593,11000000592,20240206,138,direct,mobile
594,11000000593,20240212,493,direct,mobile
595,11000000594,20250727,1296,direct,desktop
596,11000000595,20250125,882,ads,mobile
597,11000000596,20240321,-1,social,mobile
598,11000000597,20240313,-1,referral,tablet
599,11000000598,20241119,506,ads,mobile
600,11000000599,20250419,184,direct,mobile
601,11000000600,20240529,743,email,desktop
602,11000000601,20241207,-1,referral,desktop
603,11000000602,20240529,1361,direct,desktop
604,11000000603,20250323,-1,referral,mobile
605,11000000604,20240728,1228,ads,mobile
606,11000000605,20240516,1088,email,desktop
607,11000000606,20240413,1085,direct,mobile
608,11000000607,20241229,151,ads,desktop
609,11000000608,20240201,-1,ads,desktop
610,11000000609,20241215,-1,ads,mobile
611,11000000610,20250524,827,ads,desktop
612,11000000611,20250909,431,social,mobile
613,11000000612,20240501,-1,direct,desktop
614,11000000613,20240608,910,referral,desktop
615,11000000614,20250207,-1,direct,mobile
616,11000000615,20250610,922,ads,mobile
617,11000000616,20250423,-1,ads,mobile
618,11000000617,20240803,-1,direct,desktop
619,11000000618,20240601,22,direct,desktop
620,11000000619,20240511,-1,ads,desktop
621,11000000620,20241022,630,direct,tablet
622,11000000621,20240805,10,direct,mobile
623,11000000622,20240510,91,ads,desktop
624,11000000623,20240905,1137,direct,mobile
625,11000000624,20241005,1276,ads,mobile
626,11000000625,20240209,-1,direct,mobile
627,11000000626,20241019,282,direct,desktop
628,11000000627,20250323,1323,ads,mobile
629,11000000628,20240601,1345,ads,mobile
630,11000000629,20240710,540,referral,mobile
631,11000000630,20240819,139,direct,desktop
632,11000000631,20240925,-1,email,desktop
633,11000000632,20241115,210,direct,mobile
634,11000000633,20250211,748,ads,mobile
635,11000000634,20241204,-1,social,desktop
636,11000000635,20240709,1375,direct,mobile
637,11000000636,20250701,-1,direct,mobile
638,11000000637,20240408,-1,ads,desktop
639,11000000638,20240206,677,email,mobile
640,11000000639,20240425,-1,email,desktop
641,11000000640,20250528,1143,email,mobile
642,11000000641,20250216,1302,referral,desktop
643,11000000642,20250821,715,referral,desktop
644,11000000643,20240831,762,direct,desktop
645,11000000644,20250311,-1,direct,mobile
646,11000000645,20240303,566,ads,desktop
647,11000000646,20250531,-1,email,mobile
648,11000000647,20240522,1381,referral,mobile
649,11000000648,20240612,488,direct,desktop
650,11000000649,20241204,-1,ads,mobile
651,11000000650,20250225,681,ads,mobile
652,11000000651,20241214,989,direct,desktop
653,11000000652,20250604,1073,referral,mobile
654,11000000653,20240630,521,ads,desktop
655,11000000654,20240716,1124,direct,mobile
656,11000000655,20250118,1335,direct,mobile
657,11000000656,20241003,127,referral,mobile
658,11000000657,20250911,692,ads,mobile
659,11000000658,20250611,1325,email,mobile
660,11000000659,20240306,613,direct,mobile
661,11000000660,20241025,1059,direct,desktop
662,11000000661,20250414,-1,direct,mobile
663,11000000662,20240708,-1,email,desktop
664,11000000663,20241031,507,email,tablet
665,11000000664,20240214,1116,ads,mobile
666,11000000665,20250820,-1,direct,mobile
667,11000000666,20240321,354,email,mobile
668,11000000667,20241216,1314,email,desktop
669,11000000668,20240521,793,direct,desktop
670,11000000669,20250827,1418,ads,desktop
671,11000000670,20240914,-1,direct,desktop
672,11000000671,20240423,1322,direct,mobile
673,11000000672,20240424,866,ads,desktop
674,11000000673,20240305,386,direct,tablet
675,11000000674,20240607,-1,direct,desktop
676,11000000675,20240523,400,direct,mobile
677,11000000676,20250103,-1,ads,mobile
678,11000000677,20240518,-1,ads,mobile
679,11000000678,20250314,1130,social,mobile
680,11000000679,20240517,-1,ads,desktop
681,11000000680,20241010,-1,ads,mobile
682,11000000681,20240827,-1,direct,mobile
683,11000000682,20250726,1223,referral,desktop
