id,customer_id,started_at_date_id,started_at_time,ended_at_date_id,ended_at_time,source,device
11000000073,80,858,08:56:19,858.0,09:44:19,ads,mobile
11000000074,-1,315,23:06:01,,00:00:00,referral,mobile
11000000075,859,582,09:37:39,582.0,10:06:39,direct,mobile
11000000076,-1,684,03:04:17,684.0,03:32:17,social,mobile
11000000077,-1,487,17:09:22,,00:00:00,referral,desktop
11000000078,233,291,23:09:17,291.0,23:41:17,ads,mobile
11000000079,1176,290,23:17:38,291.0,00:10:38,direct,desktop
11000000080,-1,810,07:56:30,810.0,08:31:30,direct,mobile
11000000081,-1,794,05:21:58,794.0,05:44:58,social,desktop
11000000082,181,508,21:56:18,508.0,21:57:18,direct,mobile
11000000083,1064,337,13:32:17,337.0,14:19:17,ads,mobile
11000000084,166,765,00:02:44,765.0,00:30:44,direct,mobile
11000000085,1230,392,14:24:31,392.0,14:26:31,referral,mobile
11000000086,-1,353,05:28:39,353.0,05:34:39,referral,tablet
11000000087,747,260,16:57:26,260.0,17:23:26,direct,mobile
11000000088,927,241,00:43:15,241.0,01:16:15,ads,tablet
11000000089,1009,635,11:12:48,635.0,12:12:48,direct,mobile
11000000090,1334,754,15:56:02,,00:00:00,social,mobile
11000000091,51,513,17:08:35,513.0,17:31:35,email,desktop
11000000092,1436,535,04:15:27,535.0,04:40:27,referral,mobile
11000000093,859,626,00:06:36,626.0,00:45:36,direct,desktop
11000000094,1298,506,13:47:51,506.0,14:10:51,referral,mobile
11000000095,51,576,14:00:38,576.0,14:09:38,direct,mobile
11000000096,885,516,21:22:16,516.0,21:24:16,ads,mobile
11000000097,505,409,06:12:02,409.0,06:53:02,direct,mobile
11000000098,-1,274,21:20:53,274.0,21:46:53,ads,mobile
11000000099,1,282,22:10:36,282.0,22:40:36,direct,mobile
11000000100,781,604,19:56:25,604.0,20:42:25,direct,desktop
11000000101,540,328,09:44:11,328.0,09:55:11,ads,mobile
11000000102,-1,682,16:33:52,682.0,17:10:52,ads,mobile
11000000103,-1,794,18:41:57,794.0,19:29:57,direct,mobile
11000000104,-1,827,05:56:28,,00:00:00,ads,desktop
11000000105,-1,691,17:20:56,691.0,18:03:56,referral,mobile
11000000106,718,322,06:50:17,322.0,07:19:17,direct,mobile
11000000107,-1,762,08:57:38,762.0,08:59:38,ads,mobile
11000000108,937,659,14:57:02,659.0,15:26:02,social,mobile
11000000109,855,592,05:51:47,592.0,05:58:47,ads,mobile
11000000110,1396,649,08:47:46,649.0,08:58:46,direct,mobile
11000000111,465,838,03:57:23,838.0,04:49:23,email,mobile
11000000112,-1,705,16:12:11,705.0,16:49:11,social,mobile
11000000113,-1,689,13:10:09,689.0,13:41:09,direct,mobile
11000000114,-1,340,01:17:47,340.0,01:59:47,ads,tablet
11000000115,785,429,12:08:03,429.0,12:56:03,ads,desktop
11000000116,49,690,02:58:58,690.0,03:05:58,ads,desktop
11000000117,725,303,22:26:33,303.0,22:46:33,email,desktop
11000000118,647,520,10:42:56,520.0,11:42:56,ads,mobile
11000000119,1014,788,14:44:37,788.0,14:52:37,direct,mobile
11000000120,892,720,04:47:44,720.0,05:33:44,direct,mobile
11000000121,130,639,15:26:51,639.0,15:44:51,referral,mobile
11000000122,633,386,14:29:49,386.0,15:17:49,referral,desktop
11000000123,-1,248,01:28:53,248.0,02:14:53,direct,desktop
11000000124,532,603,01:24:10,,00:00:00,direct,mobile
11000000125,997,575,14:56:28,575.0,15:25:28,email,desktop
11000000126,11,832,16:23:44,832.0,17:23:44,direct,mobile
11000000127,-1,421,13:52:29,421.0,14:24:29,referral,mobile
11000000128,1331,272,14:45:20,272.0,15:00:20,referral,mobile
11000000129,-1,469,09:41:48,469.0,10:39:48,referral,mobile
11000000130,1084,299,09:37:41,299.0,10:22:41,ads,mobile
11000000131,1201,878,07:22:23,878.0,07:38:23,email,mobile
11000000132,-1,730,20:12:48,,00:00:00,direct,desktop
11000000133,367,839,09:50:23,839.0,10:10:23,email,mobile
11000000134,710,304,04:31:39,304.0,05:06:39,direct,mobile
11000000135,-1,608,08:45:30,608.0,09:11:30,ads,mobile
11000000136,1389,265,20:51:57,265.0,21:35:57,email,desktop
11000000137,-1,870,05:41:55,870.0,06:02:55,social,mobile
11000000138,1160,401,09:02:58,401.0,09:04:58,email,desktop
11000000139,1252,787,15:15:28,787.0,15:21:28,ads,tablet
11000000140,-1,291,18:16:32,291.0,18:19:32,direct,desktop
11000000141,1438,592,16:16:50,592.0,16:57:50,ads,mobile
11000000142,670,448,20:57:06,448.0,21:49:06,social,mobile
11000000143,-1,342,01:07:38,342.0,01:18:38,ads,desktop
11000000144,1207,467,06:56:48,467.0,07:14:48,ads,tablet
11000000145,1110,563,04:51:12,563.0,05:51:12,ads,tablet
11000000146,94,390,04:51:48,390.0,05:36:48,ads,desktop
11000000147,1158,352,19:33:05,352.0,20:30:05,direct,mobile
11000000148,-1,676,22:45:01,676.0,23:07:01,email,mobile
11000000149,252,656,22:11:56,656.0,22:34:56,direct,mobile
11000000150,625,319,21:34:21,319.0,21:48:21,ads,desktop
11000000151,919,374,20:21:14,374.0,20:51:14,email,desktop
11000000152,1053,460,14:40:24,460.0,15:28:24,ads,mobile
11000000153,1381,540,09:23:02,540.0,09:56:02,direct,desktop
11000000154,591,750,00:25:34,750.0,00:48:34,social,mobile
11000000155,1452,494,19:38:19,494.0,20:26:19,direct,mobile
11000000156,864,462,19:29:41,462.0,19:53:41,direct,desktop
11000000157,744,250,20:29:38,250.0,20:44:38,ads,mobile
11000000158,653,502,23:27:31,503.0,00:09:31,ads,mobile
11000000159,974,741,20:29:52,741.0,21:09:52,direct,mobile
11000000160,-1,555,08:25:15,555.0,09:24:15,direct,mobile
11000000161,-1,760,11:42:10,760.0,11:44:10,ads,mobile
11000000162,-1,349,00:26:10,349.0,00:35:10,direct,mobile
11000000163,1105,439,03:08:53,439.0,03:12:53,ads,tablet
11000000164,1211,856,15:37:31,856.0,16:07:31,ads,desktop
11000000165,-1,543,23:54:18,544.0,00:06:18,social,mobile
11000000166,-1,643,09:45:48,643.0,10:20:48,ads,desktop
11000000167,1017,718,22:52:13,718.0,23:14:13,ads,desktop
11000000168,267,310,01:21:23,310.0,02:00:23,direct,mobile
11000000169,1228,656,02:31:34,656.0,03:07:34,direct,desktop
11000000170,1121,847,02:50:10,847.0,03:49:10,direct,mobile
11000000171,-1,853,18:48:14,853.0,19:32:14,direct,desktop
11000000172,1380,536,18:32:10,536.0,18:34:10,email,mobile
11000000173,-1,311,04:41:52,311.0,05:14:52,direct,mobile
11000000174,605,451,08:12:41,451.0,08:42:41,email,mobile
11000000175,-1,269,15:59:09,269.0,16:20:09,social,mobile
11000000176,1309,840,13:01:31,840.0,13:51:31,social,desktop
11000000177,1393,678,14:04:38,678.0,14:57:38,direct,mobile
11000000178,331,468,01:50:40,468.0,01:51:40,ads,mobile
11000000179,1288,586,20:09:16,586.0,20:15:16,referral,mobile
11000000180,524,812,17:09:34,812.0,18:04:34,ads,mobile
11000000181,1374,708,19:03:32,,00:00:00,social,mobile
11000000182,67,736,20:09:16,736.0,20:28:16,referral,desktop
11000000183,-1,591,01:26:08,591.0,02:11:08,ads,mobile
11000000184,662,860,17:40:57,860.0,18:31:57,direct,mobile
11000000185,1332,864,05:05:59,864.0,05:13:59,ads,mobile
11000000186,1163,578,06:15:23,578.0,06:23:23,direct,mobile
11000000187,665,261,14:23:31,261.0,14:42:31,direct,desktop
11000000188,1409,667,20:16:50,667.0,20:27:50,direct,mobile
11000000189,502,764,07:40:14,764.0,08:00:14,direct,mobile
11000000190,744,812,03:23:35,812.0,03:25:35,direct,desktop
11000000191,686,447,08:45:03,447.0,09:07:03,direct,desktop
11000000192,-1,401,05:22:22,,00:00:00,referral,mobile
11000000193,145,401,14:24:05,401.0,15:07:05,direct,desktop
11000000194,-1,564,03:24:34,564.0,04:24:34,direct,mobile
11000000195,865,281,02:26:49,281.0,02:56:49,direct,mobile
11000000196,-1,589,12:44:17,,00:00:00,social,tablet
11000000197,1167,260,04:25:51,260.0,04:44:51,referral,mobile
11000000198,-1,541,15:20:39,541.0,15:37:39,direct,desktop
11000000199,-1,588,01:23:28,588.0,01:58:28,ads,mobile
11000000200,170,737,19:23:32,737.0,20:23:32,ads,desktop
11000000201,958,339,16:40:54,339.0,17:19:54,direct,mobile
11000000202,-1,279,19:48:46,279.0,20:02:46,email,desktop
11000000203,541,755,04:43:08,755.0,05:36:08,email,desktop
11000000204,119,765,09:36:31,765.0,09:41:31,ads,desktop
11000000205,228,281,18:31:59,281.0,18:57:59,ads,mobile
11000000206,1315,429,19:23:11,429.0,20:15:11,ads,desktop
11000000207,535,264,16:48:53,264.0,17:45:53,ads,mobile
11000000208,-1,820,19:09:38,820.0,19:18:38,ads,mobile
11000000209,601,853,23:48:05,,00:00:00,ads,desktop
11000000210,-1,438,21:04:16,438.0,21:43:16,email,mobile
11000000211,1417,757,22:48:43,757.0,23:22:43,direct,mobile
11000000212,-1,606,04:50:36,606.0,05:02:36,direct,desktop
11000000213,436,559,02:56:28,559.0,02:57:28,ads,desktop
11000000214,706,261,08:26:24,261.0,09:07:24,ads,mobile
11000000215,951,503,20:55:19,503.0,21:31:19,direct,mobile
11000000216,1266,350,22:45:17,350.0,23:03:17,ads,mobile
11000000217,928,838,01:15:56,838.0,01:23:56,direct,desktop
11000000218,-1,346,10:20:48,346.0,10:24:48,direct,desktop
11000000219,1222,491,05:30:05,491.0,05:48:05,ads,mobile
11000000220,529,352,03:10:33,352.0,03:25:33,direct,mobile
11000000221,819,848,13:00:36,848.0,13:12:36,referral,mobile
11000000222,1148,693,13:49:19,693.0,14:39:19,referral,mobile
11000000223,-1,499,06:45:53,499.0,07:04:53,direct,mobile
11000000224,834,348,09:37:48,348.0,09:55:48,ads,mobile
11000000225,604,515,19:39:33,515.0,20:29:33,ads,desktop
11000000226,-1,809,15:48:27,809.0,16:07:27,ads,mobile
11000000227,293,825,23:55:58,826.0,00:51:58,referral,mobile
11000000228,1335,863,10:49:47,863.0,10:56:47,direct,desktop
11000000229,236,671,13:20:58,671.0,13:35:58,ads,mobile
11000000230,675,475,22:13:23,475.0,22:24:23,referral,desktop
11000000231,1493,568,10:08:35,568.0,10:38:35,direct,mobile
11000000232,-1,675,08:53:37,675.0,09:20:37,direct,mobile
11000000233,-1,437,17:03:39,437.0,17:31:39,ads,mobile
11000000234,448,757,07:34:55,757.0,08:15:55,ads,mobile
11000000235,-1,413,19:48:05,413.0,20:10:05,ads,mobile
11000000236,1444,458,09:36:20,458.0,10:05:20,direct,mobile
11000000237,22,458,07:44:58,458.0,08:25:58,email,mobile
11000000238,1330,645,16:16:35,645.0,17:16:35,ads,mobile
11000000239,199,793,12:48:59,793.0,13:28:59,ads,desktop
11000000240,662,291,05:50:45,291.0,06:45:45,ads,desktop
11000000241,347,701,07:39:21,701.0,08:22:21,email,tablet
11000000242,-1,655,13:52:32,655.0,14:52:32,social,mobile
11000000243,1449,324,01:07:44,324.0,01:23:44,direct,mobile
11000000244,820,318,06:11:39,318.0,06:29:39,direct,mobile
11000000245,128,824,08:02:47,824.0,08:06:47,ads,mobile
11000000246,684,394,20:41:07,394.0,21:26:07,ads,mobile
11000000247,-1,489,12:38:57,489.0,13:31:57,email,mobile
11000000248,740,437,09:41:25,437.0,10:05:25,direct,mobile
11000000249,-1,632,19:18:06,632.0,19:56:06,ads,mobile
11000000250,-1,657,00:49:40,657.0,01:30:40,ads,mobile
11000000251,-1,519,07:35:29,519.0,08:14:29,ads,mobile
11000000252,1107,321,21:39:50,321.0,21:49:50,ads,mobile
11000000253,-1,679,07:34:14,679.0,08:23:14,direct,mobile
11000000254,-1,519,09:49:36,519.0,10:34:36,ads,mobile
11000000255,-1,268,20:19:26,268.0,20:32:26,referral,mobile
11000000256,1013,413,08:40:16,413.0,09:17:16,ads,mobile
11000000257,-1,696,12:26:28,696.0,12:54:28,referral,mobile
11000000258,902,244,01:42:22,244.0,02:28:22,direct,mobile
11000000259,-1,248,13:58:50,248.0,14:08:50,social,desktop
11000000260,745,704,06:51:45,704.0,07:28:45,direct,desktop
11000000261,1292,326,03:57:39,326.0,04:57:39,direct,desktop
11000000262,476,439,06:33:29,439.0,07:28:29,email,tablet
11000000263,502,749,12:22:35,749.0,13:13:35,direct,mobile
11000000264,679,487,01:59:49,,00:00:00,ads,desktop
11000000265,-1,752,11:46:47,,00:00:00,ads,mobile
11000000266,-1,279,21:32:38,279.0,21:37:38,direct,desktop
11000000267,-1,566,18:10:58,566.0,18:23:58,direct,mobile
11000000268,1027,408,16:33:30,408.0,16:43:30,ads,mobile
11000000269,365,840,00:30:30,840.0,01:00:30,referral,mobile
11000000270,128,620,01:13:14,620.0,01:47:14,direct,mobile
11000000271,855,650,14:34:31,650.0,15:07:31,direct,mobile
11000000272,-1,495,09:13:02,495.0,09:17:02,direct,mobile
11000000273,112,487,11:26:53,487.0,12:02:53,ads,mobile
11000000274,57,746,22:21:39,746.0,22:23:39,ads,desktop
11000000275,1231,838,18:24:15,838.0,18:34:15,ads,mobile
11000000276,221,760,11:51:11,760.0,12:30:11,ads,mobile
11000000277,835,403,23:47:25,403.0,23:54:25,email,mobile
11000000278,-1,845,21:28:43,845.0,21:52:43,social,mobile
11000000279,990,253,17:56:06,253.0,18:53:06,ads,desktop
11000000280,1177,265,02:18:27,265.0,02:57:27,direct,desktop
11000000281,514,679,23:20:52,679.0,23:38:52,direct,mobile
11000000282,182,610,08:13:52,610.0,08:14:52,ads,mobile
11000000283,1023,309,05:57:10,309.0,06:16:10,referral,desktop
11000000284,358,609,00:21:33,609.0,00:26:33,ads,desktop
11000000285,1317,468,05:48:08,468.0,06:47:08,social,tablet
11000000286,-1,368,05:06:28,368.0,05:11:28,direct,tablet
11000000287,-1,814,03:40:07,814.0,04:33:07,direct,mobile
11000000288,-1,436,22:52:00,436.0,23:47:00,referral,mobile
11000000289,-1,410,14:19:37,410.0,14:36:37,direct,mobile
11000000290,540,660,06:26:01,660.0,06:40:01,ads,mobile
11000000291,-1,754,06:04:42,754.0,06:46:42,email,mobile
11000000292,-1,608,12:23:14,608.0,13:22:14,referral,mobile
11000000293,-1,268,23:04:22,268.0,23:43:22,email,desktop
11000000294,235,572,15:24:30,572.0,15:57:30,ads,mobile
11000000295,-1,428,03:33:16,,00:00:00,email,mobile
11000000296,1467,317,19:02:04,317.0,19:50:04,ads,mobile
11000000297,1370,700,22:46:29,700.0,23:10:29,referral,mobile
11000000298,1319,526,16:48:01,526.0,17:03:01,direct,mobile
11000000299,483,284,08:38:05,284.0,09:12:05,direct,desktop
11000000300,-1,608,12:10:55,,00:00:00,ads,mobile
11000000301,-1,401,09:01:04,401.0,09:12:04,direct,desktop
11000000302,-1,783,00:36:50,783.0,00:59:50,referral,mobile
11000000303,448,255,11:17:45,255.0,11:50:45,ads,desktop
11000000304,814,334,08:44:56,334.0,09:35:56,direct,desktop
11000000305,205,584,08:48:33,584.0,09:22:33,direct,desktop
11000000306,873,404,15:00:20,404.0,15:51:20,ads,desktop
11000000307,-1,286,15:59:21,286.0,16:22:21,social,mobile
11000000308,-1,764,14:34:03,,00:00:00,ads,mobile
11000000309,730,678,20:14:23,678.0,21:12:23,direct,mobile
11000000310,458,517,13:51:57,517.0,14:37:57,referral,mobile
11000000311,1357,642,07:04:29,642.0,07:09:29,direct,mobile
11000000312,-1,803,21:47:12,803.0,21:50:12,social,mobile
11000000313,-1,389,05:53:10,389.0,06:21:10,referral,desktop
11000000314,-1,266,04:25:16,266.0,05:05:16,social,mobile
11000000315,-1,384,16:08:54,384.0,16:40:54,ads,desktop
11000000316,1480,302,08:51:37,,00:00:00,ads,desktop
11000000317,-1,822,13:43:02,822.0,14:03:02,ads,mobile
11000000318,-1,637,17:06:50,637.0,17:57:50,ads,tablet
11000000319,1336,865,23:39:01,865.0,23:51:01,direct,mobile
11000000320,301,437,07:06:34,437.0,07:47:34,ads,mobile
11000000321,307,830,10:31:00,830.0,11:28:00,direct,mobile
11000000322,-1,331,04:39:39,331.0,05:18:39,referral,mobile
11000000323,633,243,13:47:13,243.0,14:17:13,social,desktop
11000000324,-1,423,19:19:05,423.0,20:19:05,ads,mobile
11000000325,-1,557,21:03:23,,00:00:00,direct,mobile
11000000326,1315,314,01:43:08,314.0,01:50:08,direct,mobile
11000000327,593,426,01:18:28,426.0,01:37:28,direct,mobile
11000000328,176,790,20:45:22,790.0,21:18:22,social,desktop
11000000329,1182,819,14:12:47,819.0,14:36:47,ads,mobile
11000000330,-1,574,10:28:55,574.0,10:57:55,social,mobile
11000000331,564,756,09:18:26,756.0,10:10:26,direct,mobile
11000000332,249,814,08:40:22,814.0,09:25:22,ads,desktop
11000000333,-1,671,19:00:37,671.0,19:32:37,email,mobile
11000000334,-1,726,17:32:04,726.0,18:04:04,referral,desktop
11000000335,945,572,22:42:23,572.0,23:20:23,ads,mobile
11000000336,1433,440,00:17:10,440.0,01:10:10,direct,desktop
11000000337,315,581,11:45:28,581.0,11:55:28,direct,mobile
11000000338,422,391,21:36:40,391.0,22:15:40,referral,mobile
11000000339,1297,529,22:47:50,529.0,23:23:50,direct,desktop
11000000340,1475,406,21:38:51,406.0,22:09:51,ads,desktop
11000000341,-1,386,01:09:36,386.0,01:30:36,social,mobile
11000000342,319,765,19:45:57,,00:00:00,referral,desktop
11000000343,839,430,04:38:19,430.0,05:01:19,ads,mobile
11000000344,-1,679,07:46:39,679.0,08:30:39,ads,mobile
11000000345,-1,352,19:02:43,352.0,19:03:43,direct,mobile
11000000346,-1,669,08:56:08,669.0,08:59:08,direct,desktop
11000000347,994,865,20:18:36,865.0,21:03:36,direct,mobile
11000000348,-1,775,22:31:51,775.0,22:51:51,direct,mobile
11000000349,579,400,12:50:12,400.0,13:49:12,ads,mobile
11000000350,-1,627,11:17:43,627.0,11:46:43,ads,desktop
11000000351,588,861,18:42:06,861.0,19:04:06,ads,tablet
11000000352,-1,362,13:02:56,362.0,13:37:56,ads,desktop
11000000353,-1,526,07:03:30,526.0,07:05:30,referral,desktop
11000000354,-1,677,14:28:07,677.0,15:20:07,direct,desktop
11000000355,373,315,17:44:40,315.0,17:46:40,ads,desktop
11000000356,-1,763,14:34:00,763.0,14:41:00,ads,mobile
11000000357,-1,732,15:15:15,732.0,16:03:15,ads,desktop
11000000358,823,721,17:16:28,721.0,18:06:28,ads,mobile
11000000359,266,714,18:47:20,714.0,19:29:20,ads,mobile
11000000360,1406,733,14:59:10,733.0,15:13:10,referral,tablet
11000000361,-1,461,08:38:23,461.0,09:01:23,referral,desktop
11000000362,234,463,23:59:50,,00:00:00,ads,mobile
11000000363,1261,625,15:05:30,625.0,15:55:30,social,desktop
11000000364,521,859,08:14:50,859.0,08:51:50,ads,mobile
11000000365,150,431,21:46:25,431.0,22:16:25,ads,mobile
11000000366,1340,669,12:06:50,669.0,12:40:50,direct,mobile
11000000367,-1,275,21:25:08,275.0,21:52:08,social,mobile
11000000368,1249,734,20:34:18,734.0,21:18:18,social,desktop
11000000369,539,538,17:39:47,538.0,18:31:47,direct,mobile
11000000370,-1,310,07:15:24,310.0,07:44:24,social,desktop
11000000371,-1,845,01:19:19,845.0,01:35:19,referral,desktop
11000000372,1175,575,15:28:50,575.0,16:22:50,direct,mobile
11000000373,-1,833,12:50:18,833.0,13:17:18,social,mobile
11000000374,908,697,00:17:08,697.0,00:47:08,ads,mobile
11000000375,-1,609,17:06:13,609.0,17:45:13,ads,mobile
11000000376,726,803,09:11:50,803.0,09:55:50,direct,desktop
11000000377,922,429,01:27:19,429.0,02:03:19,email,tablet
11000000378,1053,466,16:25:27,466.0,17:19:27,referral,mobile
11000000379,-1,444,15:20:45,444.0,16:11:45,referral,mobile
11000000380,-1,741,01:18:44,741.0,01:52:44,referral,mobile
11000000381,256,614,21:14:18,614.0,21:57:18,direct,desktop
11000000382,1005,331,03:08:28,331.0,03:22:28,ads,mobile
11000000383,982,794,03:46:00,794.0,04:15:00,direct,desktop
11000000384,1338,596,20:20:43,596.0,20:45:43,email,desktop
11000000385,710,665,19:49:21,665.0,20:05:21,ads,mobile
11000000386,789,370,15:35:28,370.0,16:19:28,direct,mobile
11000000387,-1,475,22:25:49,475.0,23:14:49,referral,mobile
11000000388,1409,470,12:50:10,,00:00:00,ads,desktop
11000000389,660,495,17:08:01,495.0,17:32:01,direct,desktop
11000000390,1483,344,16:00:41,344.0,16:28:41,social,desktop
11000000391,504,642,23:48:02,642.0,23:57:02,direct,mobile
11000000392,-1,523,07:06:29,523.0,07:59:29,direct,desktop
11000000393,-1,806,01:41:51,806.0,02:10:51,referral,mobile
11000000394,656,465,12:29:56,465.0,12:52:56,referral,mobile
11000000395,-1,874,09:38:53,,00:00:00,ads,desktop
11000000396,1459,549,13:34:29,549.0,14:10:29,referral,mobile
11000000397,-1,346,13:46:40,346.0,14:02:40,ads,mobile
11000000398,-1,417,07:02:21,417.0,07:41:21,direct,desktop
11000000399,133,670,12:25:20,670.0,13:04:20,social,desktop
11000000400,1248,300,22:45:58,,00:00:00,referral,tablet
11000000401,-1,347,14:58:36,347.0,15:05:36,ads,mobile
11000000402,389,430,15:55:54,430.0,16:36:54,referral,desktop
11000000403,508,359,16:26:41,359.0,16:54:41,ads,mobile
11000000404,1403,441,05:38:45,441.0,05:42:45,social,mobile
11000000405,-1,753,03:21:32,753.0,04:17:32,ads,mobile
11000000406,-1,845,22:51:38,845.0,23:11:38,ads,mobile
11000000407,354,831,05:46:44,831.0,05:55:44,ads,mobile
11000000408,1493,455,05:15:13,455.0,06:15:13,direct,mobile
11000000409,-1,609,12:02:55,609.0,12:41:55,ads,mobile
11000000410,381,503,15:40:42,503.0,15:57:42,ads,mobile
11000000411,229,458,09:46:28,458.0,09:47:28,referral,mobile
11000000412,1377,677,01:40:49,677.0,02:05:49,ads,desktop
11000000413,-1,467,08:00:27,467.0,08:20:27,direct,mobile
11000000414,57,338,13:59:31,338.0,14:01:31,direct,mobile
11000000415,1353,751,03:41:57,751.0,04:09:57,ads,desktop
11000000416,-1,361,02:31:35,361.0,02:44:35,referral,tablet
11000000417,606,317,00:13:04,317.0,00:36:04,social,desktop
11000000418,1290,501,15:56:28,,00:00:00,ads,mobile
11000000419,-1,510,13:46:20,510.0,14:39:20,referral,mobile
11000000420,577,790,14:54:46,790.0,15:03:46,direct,mobile
11000000421,1400,771,17:12:21,771.0,17:52:21,direct,mobile
11000000422,-1,405,00:16:41,405.0,01:03:41,ads,tablet
11000000423,760,790,20:13:26,790.0,20:59:26,direct,mobile
11000000424,227,738,13:13:36,738.0,13:59:36,direct,mobile
11000000425,577,415,07:09:36,415.0,07:54:36,ads,tablet
11000000426,-1,690,23:25:07,691.0,00:21:07,ads,mobile
11000000427,939,787,21:12:10,787.0,21:50:10,ads,mobile
11000000428,-1,514,13:38:35,514.0,13:54:35,referral,mobile
11000000429,546,289,09:13:11,289.0,09:26:11,direct,mobile
11000000430,-1,875,00:21:44,875.0,00:53:44,referral,mobile
11000000431,1064,845,12:05:09,845.0,13:04:09,direct,mobile
